id,author_id
1421072894449311745,881151622252044288
1289883300673105920,881151622252044288
1399814061332873216,278236303
248123965099360256,278236303
1081193624010780673,313696037
1081179843847512064,313696037
986674486035525644,313696037
983428702359949312,313696037
928972071903866881,313696037
766745655238860801,313696037
598106427429888000,313696037
1379489838437662722,48556586
1356951909022728195,48556586
461071564646014977,467725859
246489204626976768,278236303
1412720755775836162,1109099345524203520
1412719680893169665,1109099345524203520
1412699797874790400,1109099345524203520
1412705845297750026,1111691492
1363778784051294209,1111691492
1345346057014824961,1111691492
1213751224270544896,1111691492
1157235956900147200,1111691492
1157231972797820929,1111691492
1157198683659784195,1111691492
246320240689025024,278236303
1157197131398230016,1111691492
1157196145757761536,1111691492
1157195505321033738,1111691492
1156855962109693952,1111691492
1133424052478074880,1111691492
1120979599163314177,1111691492
1082922637779701760,1111691492
1042389754162098176,1111691492
1031268669551271936,1111691492
1026383542274674688,1111691492
246320081313878016,278236303
941736544616046592,1111691492
941578990225182721,1111691492
894959127109226496,1111691492
888191771813040130,1111691492
842024147408564225,1111691492
828924689867276288,1111691492
819586908124749824,1111691492
674243679352184832,1111691492
644244581467316224,1111691492
635546810086506496,1111691492
246319816170942465,278236303
579533571729330176,1111691492
533582894053081088,1111691492
513940749658767360,1111691492
509709447992594432,1111691492
506558946375507968,1111691492
496933828003258368,1111691492
483504905714270208,1111691492
470192444617678848,1111691492
461136600139710464,1111691492
459621820698619904,1111691492
246288240422834176,278236303
458979761377644545,1111691492
458285731296063488,1111691492
442215947839893504,1111691492
440766936360579072,1111691492
437964132906582016,1111691492
428795455321821184,1111691492
421764504565735425,1111691492
419736558783037440,1111691492
390092478214201344,1111691492
376996674528239617,1111691492
246264429187059713,278236303
346610674740387840,1111691492
329909475433668608,1111691492
262752991734542336,49432817
1418570035149381635,1083447470519214082
1360682420098527234,1083447470519214082
1272497434518794240,1083447470519214082
1271526888486338560,1083447470519214082
1271508848508108800,1083447470519214082
1271109428041875466,1083447470519214082
1260628267423408128,1083447470519214082
246264178204082177,278236303
1243291906282606597,1083447470519214082
1243270423669858304,1083447470519214082
1241745776533024769,1083447470519214082
1237152957851975685,1083447470519214082
1226922925586026499,1083447470519214082
1193972305564721153,1083447470519214082
1186214955219111936,1083447470519214082
1185595450138808326,1083447470519214082
1155144243377319936,1083447470519214082
1103697897093300225,1083447470519214082
246263041606443008,278236303
1385330697280397320,988519926351716352
1369950669558452226,988519926351716352
1282619319676010507,988519926351716352
1034744425266724864,988519926351716352
1067348071045050368,96564980
65807225465217025,96564980
14707712847781889,96564980
1375094450876116992,82447525
1302085838994432001,82447525
1179933094670848000,82447525
245408531661070336,278236303
1179590908750098432,82447525
1162427446693490688,82447525
1156000829112852482,82447525
1117803061940850688,82447525
1099011486410665984,82447525
1005137359355039744,82447525
986435668984315904,82447525
888210380903694337,82447525
880446176075554816,82447525
842789492083843072,82447525
1399623635049058304,278236303
243955259821678592,278236303
735238777099030528,82447525
677297512311562240,82447525
602584147568234497,82447525
597787534001831936,82447525
593538062212276226,82447525
574671668976709632,82447525
535155167617122305,82447525
531594812685045760,82447525
471830756294422528,82447525
462616509752557568,82447525
243952994952048641,278236303
462607930140139522,82447525
455517894164873216,82447525
453900910234968065,82447525
452085645474009088,82447525
451890166169612288,82447525
449540972645736448,82447525
439150310658154496,82447525
439102406392287232,82447525
438336920171851776,82447525
438335070102122496,82447525
243951485031968768,278236303
437960859613421568,82447525
437959875898114048,82447525
427500634938814464,82447525
424942038409560064,82447525
419639756591734784,82447525
412330154124640256,82447525
406266325649354753,82447525
404625443657355264,82447525
400855472762544128,82447525
399039371095343104,82447525
243385262061797376,278236303
127429611561824256,82447525
126800731184447488,82447525
126479723135111169,82447525
126321547978866688,82447525
126094102914809856,82447525
126083957300269056,82447525
125619935761281024,82447525
125597166428360704,82447525
125586776902467585,82447525
125580673070276608,82447525
235296187484364800,278236303
125425102870421504,82447525
103545476737024001,82447525
88462179677908992,82447525
80493424746303488,82447525
61837082456375297,82447525
53498540365852672,82447525
1400780959335788544,222418807
1386945993736921089,222418807
1267395446974152704,222418807
1211600503584497664,222418807
235286055279005696,278236303
903507076739149824,222418807
1382120238100180995,24348519
1349893518064455685,24348519
1338566884040400896,24348519
1338566883222585344,24348519
1333479261630386176,24348519
1333210438046199809,24348519
1285251963932692482,24348519
1255594960700628992,24348519
1236690632380502017,24348519
230221829971779584,278236303
1233509470187204609,24348519
1214987302448951296,24348519
1085194565361971203,24348519
1004121355745280000,24348519
950051217748701185,24348519
794155815762436096,24348519
791607497534509056,24348519
765467013426716672,24348519
946126453019631616,2414927928
918510041283440640,2414927928
229703475532025857,278236303
879771429532704768,2414927928
814939486735847425,2414927928
647142548251611136,2414927928
564862770072387584,2414927928
523100974143905792,2414927928
502802468204707840,2414927928
502360179137318912,2414927928
495975393233362944,2414927928
1406342371843903490,2475694243
1342874223472160769,2475694243
229701380305190913,278236303
1340044716834996224,2475694243
1334377449614929920,2475694243
1330141827480100864,2475694243
1278982951892652032,2475694243
1238408797711974400,2475694243
1234401387032612864,2475694243
1219565828770869248,2475694243
1219504941460606977,2475694243
1214199269734977536,2475694243
1207981473363562497,2475694243
227998906808668160,278236303
1199254297663463424,2475694243
1152413406013599744,2475694243
1140916011350278144,2475694243
1127436221540720646,2475694243
1122880029564833792,2475694243
1110161297201610756,2475694243
1107683111016505344,2475694243
1103673945541279744,2475694243
1093093152708280322,2475694243
1093076855404535809,2475694243
1398260895852158978,278236303
227804304273207296,278236303
1090810773201453057,2475694243
1088531174442569729,2475694243
1088435995580788736,2475694243
1085864371715067905,2475694243
1082585567127355392,2475694243
1080806140202676226,2475694243
1072421604603387904,2475694243
1071765025751228418,2475694243
1071048781330817024,2475694243
1070813177934430208,2475694243
227790856202092547,278236303
1069261849085059072,2475694243
1061356048915857408,2475694243
1053261842368348160,2475694243
1053261836064305153,2475694243
1036970937206362112,2475694243
1023465658154139648,2475694243
1021740243517681664,2475694243
1011883347688284161,2475694243
1006718022076256257,2475694243
964106057428684806,2475694243
227774543001968641,278236303
941623248994947074,2475694243
932154329666121728,2475694243
930003143244632064,2475694243
910852721623863296,2475694243
909760925233762304,2475694243
909699254628814848,2475694243
909546679107489792,2475694243
904719344772505603,2475694243
856038420459769856,2475694243
842927960411815937,2475694243
226980879765999616,278236303
834526416033157120,2475694243
785465194243817472,2475694243
773985203085840388,2475694243
755347186062426112,2475694243
755339781580685312,2475694243
750977605394980864,2475694243
743405878154567680,2475694243
736129767498452992,2475694243
694973005684985857,2475694243
690162746273484800,2475694243
226802613868449792,278236303
672290298719027200,2475694243
661130025471602688,2475694243
651432785434050561,2475694243
651264513052909568,2475694243
650787091639615488,2475694243
1412309123564294145,449569260
1411946717008834562,449569260
1405588075246407688,449569260
1404535138793541643,449569260
1399989421869518854,449569260
225890600401129472,278236303
1388133329208233986,449569260
1384877117339471878,449569260
1384513471400845312,449569260
1382066568578928645,449569260
1360338663339663367,449569260
1356609585856057353,449569260
1356257537281159170,449569260
1341444412317065218,449569260
1332946923662217216,449569260
1331297582165979137,449569260
225840144194883585,278236303
1330224504086421505,449569260
1329862093764485126,449569260
1329788888156676103,449569260
1316488709102014465,449569260
1305208395927040000,449569260
1303653163833192448,449569260
1303290765054017536,449569260
1296180926481870849,449569260
1291285424057524225,449569260
1291121561236275200,449569260
225825041802219520,278236303
1287479565410013185,449569260
1280429870435139584,449569260
1277887120682749952,449569260
1277524740425633792,449569260
1272987852645765125,449569260
1269016935519391750,449569260
1257732829665996802,449569260
1255607565548953602,449569260
1252175193331687426,449569260
1251811554758139905,449569260
225565142782443520,278236303
1233123171425038337,449569260
1227600785019752449,449569260
1227238380754305025,449569260
1202894221922971648,449569260
1202531822158188544,449569260
1191978806812270592,449569260
1168287432489525249,449569260
1167482159495561216,449569260
1162792732970143747,449569260
225101527868653568,278236303
1156661609638637576,449569260
1151225512729227264,449569260
1143947048972144642,449569260
1139962322062139398,449569260
1135653153511288833,449569260
1133845251200880641,449569260
1133485633840787456,449569260
1131673677978845184,449569260
1113714613571420160,449569260
1105915213700833281,449569260
1397609506465529858,278236303
220085611934126080,278236303
1100295672920723461,449569260
1069172854770540545,449569260
1068436487950254080,449569260
1059947321822199808,449569260
1059222524561629185,449569260
1054816268094713863,449569260
1047186232617459714,449569260
1014461329770467329,449569260
1013736563635834881,449569260
1012432497102053377,449569260
205544120922550272,278236303
1006889450960572417,449569260
1006267144865280000,449569260
999600840192163840,449569260
985807863531606016,449569260
